phase,quantity,model,decision_type,metric,value,note
before,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,Example-Guided_LLM_Scoring|tokens_per_scenario,2474.268718,
before,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,Example-Guided_LLM_Scoring|calls_per_scenario,3.0,
before,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,LLM-Parameterized_Reference_Scoring|cost_usd,0.006233,
before,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,LLM-Parameterized_Reference_Scoring|tokens_in_per_run,98635.0,
before,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,LLM-Parameterized_Reference_Scoring|tokens_out_per_run,24093.4,
before,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,LLM-Parameterized_Reference_Scoring|tokens_per_scenario,629.37641,
before,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,LLM-Parameterized_Reference_Scoring|calls_per_scenario,1.0,
before,NUMBERS:Table8_cost_per_run,Qwen,Overall,Direct_LLM_Scoring|cost_usd,0.043468,
before,NUMBERS:Table8_cost_per_run,Qwen,Overall,Direct_LLM_Scoring|tokens_in_per_run,401484.2,
before,NUMBERS:Table8_cost_per_run,Qwen,Overall,Direct_LLM_Scoring|tokens_out_per_run,22130.4,
before,NUMBERS:Table8_cost_per_run,Qwen,Overall,Direct_LLM_Scoring|tokens_per_scenario,2172.382564,
before,NUMBERS:Table8_cost_per_run,Qwen,Overall,Direct_LLM_Scoring|calls_per_scenario,3.0,
before,NUMBERS:Table8_cost_per_run,Qwen,Overall,Example-Guided_LLM_Scoring|cost_usd,0.041869,
before,NUMBERS:Table8_cost_per_run,Qwen,Overall,Example-Guided_LLM_Scoring|tokens_in_per_run,385380.0,
before,NUMBERS:Table8_cost_per_run,Qwen,Overall,Example-Guided_LLM_Scoring|tokens_out_per_run,22208.0,
before,NUMBERS:Table8_cost_per_run,Qwen,Overall,Example-Guided_LLM_Scoring|tokens_per_scenario,2090.194872,
before,NUMBERS:Table8_cost_per_run,Qwen,Overall,Example-Guided_LLM_Scoring|calls_per_scenario,3.0,
before,NUMBERS:Table8_cost_per_run,Qwen,Overall,LLM-Parameterized_Reference_Scoring|cost_usd,0.011945,
before,NUMBERS:Table8_cost_per_run,Qwen,Overall,LLM-Parameterized_Reference_Scoring|tokens_in_per_run,98185.0,
before,NUMBERS:Table8_cost_per_run,Qwen,Overall,LLM-Parameterized_Reference_Scoring|tokens_out_per_run,14175.2,
before,NUMBERS:Table8_cost_per_run,Qwen,Overall,LLM-Parameterized_Reference_Scoring|tokens_per_scenario,576.206154,
before,NUMBERS:Table8_cost_per_run,Qwen,Overall,LLM-Parameterized_Reference_Scoring|calls_per_scenario,1.0,
before,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,Direct_LLM_Scoring|cost_usd,0.086676,
before,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,Direct_LLM_Scoring|tokens_in_per_run,372390.6,
before,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,Direct_LLM_Scoring|tokens_out_per_run,295335.8,
before,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,Direct_LLM_Scoring|tokens_per_scenario,3424.237949,
before,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,Direct_LLM_Scoring|calls_per_scenario,2.987692,
before,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,Example-Guided_LLM_Scoring|cost_usd,0.036494,
before,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,Example-Guided_LLM_Scoring|tokens_in_per_run,363366.0,
before,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,Example-Guided_LLM_Scoring|tokens_out_per_run,21061.8,
before,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,Example-Guided_LLM_Scoring|tokens_per_scenario,1971.424615,
before,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,Example-Guided_LLM_Scoring|calls_per_scenario,3.0,
before,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,LLM-Parameterized_Reference_Scoring|cost_usd,0.011021,
before,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,LLM-Parameterized_Reference_Scoring|tokens_in_per_run,97945.4,
before,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,LLM-Parameterized_Reference_Scoring|tokens_out_per_run,12253.8,
before,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,LLM-Parameterized_Reference_Scoring|tokens_per_scenario,565.124103,
before,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,LLM-Parameterized_Reference_Scoring|calls_per_scenario,1.0,
before,NUMBERS:Table8_cost_per_run,Gemini,Overall,Direct_LLM_Scoring|cost_usd,0.382827,
before,NUMBERS:Table8_cost_per_run,Gemini,Overall,Direct_LLM_Scoring|tokens_in_per_run,390189.4,
before,NUMBERS:Table8_cost_per_run,Gemini,Overall,Direct_LLM_Scoring|tokens_out_per_run,24049.4,
before,NUMBERS:Table8_cost_per_run,Gemini,Overall,Direct_LLM_Scoring|tokens_per_scenario,2124.301538,
before,NUMBERS:Table8_cost_per_run,Gemini,Overall,Direct_LLM_Scoring|calls_per_scenario,3.0,
before,NUMBERS:Table8_cost_per_run,Gemini,Overall,Example-Guided_LLM_Scoring|cost_usd,0.474014,
before,NUMBERS:Table8_cost_per_run,Gemini,Overall,Example-Guided_LLM_Scoring|tokens_in_per_run,377818.2,
before,NUMBERS:Table8_cost_per_run,Gemini,Overall,Example-Guided_LLM_Scoring|tokens_out_per_run,50840.0,
before,NUMBERS:Table8_cost_per_run,Gemini,Overall,Example-Guided_LLM_Scoring|tokens_per_scenario,2198.247179,
before,NUMBERS:Table8_cost_per_run,Gemini,Overall,Example-Guided_LLM_Scoring|calls_per_scenario,3.0,
before,NUMBERS:Table8_cost_per_run,Gemini,Overall,LLM-Parameterized_Reference_Scoring|cost_usd,0.128927,
before,NUMBERS:Table8_cost_per_run,Gemini,Overall,LLM-Parameterized_Reference_Scoring|tokens_in_per_run,98596.0,
before,NUMBERS:Table8_cost_per_run,Gemini,Overall,LLM-Parameterized_Reference_Scoring|tokens_out_per_run,14661.4,
before,NUMBERS:Table8_cost_per_run,Gemini,Overall,LLM-Parameterized_Reference_Scoring|tokens_per_scenario,580.807179,
before,NUMBERS:Table8_cost_per_run,Gemini,Overall,LLM-Parameterized_Reference_Scoring|calls_per_scenario,1.0,
before,NUMBERS:Table9_rag_ablation,deepseek,Overall,alternate_embedding_k3|kendall_tau,0.346253,
before,NUMBERS:Table9_rag_ablation,deepseek,Overall,alternate_embedding_k3|score_mae,0.08763,
before,NUMBERS:Table9_rag_ablation,deepseek,Overall,alternate_embedding_k3|score_rmse,0.098446,
before,NUMBERS:Table9_rag_ablation,deepseek,Overall,control_k3|kendall_tau,0.488745,
before,NUMBERS:Table9_rag_ablation,deepseek,Overall,control_k3|score_mae,0.088439,
before,NUMBERS:Table9_rag_ablation,deepseek,Overall,control_k3|score_rmse,0.098408,
before,NUMBERS:Table9_rag_ablation,deepseek,Overall,descriptions_no_scores_ranks|kendall_tau,0.073252,
before,NUMBERS:Table9_rag_ablation,deepseek,Overall,descriptions_no_scores_ranks|score_mae,0.131163,
before,NUMBERS:Table9_rag_ablation,deepseek,Overall,descriptions_no_scores_ranks|score_rmse,0.146513,
before,NUMBERS:Table9_rag_ablation,deepseek,Overall,exemplars_no_hidden_params|kendall_tau,0.391089,
before,NUMBERS:Table9_rag_ablation,deepseek,Overall,exemplars_no_hidden_params|score_mae,0.08745,
before,NUMBERS:Table9_rag_ablation,deepseek,Overall,exemplars_no_hidden_params|score_rmse,0.096541,
before,NUMBERS:Table9_rag_ablation,deepseek,Overall,random_exemplars_k3|kendall_tau,0.06319,
before,NUMBERS:Table9_rag_ablation,deepseek,Overall,random_exemplars_k3|score_mae,0.1267,
before,NUMBERS:Table9_rag_ablation,deepseek,Overall,random_exemplars_k3|score_rmse,0.14319,
before,NUMBERS:Table9_rag_ablation,deepseek,Overall,retrieval_k1|kendall_tau,0.18223,
before,NUMBERS:Table9_rag_ablation,deepseek,Overall,retrieval_k1|score_mae,0.098109,
before,NUMBERS:Table9_rag_ablation,deepseek,Overall,retrieval_k1|score_rmse,0.111369,
before,NUMBERS:Table9_rag_ablation,deepseek,Overall,retrieval_k5|kendall_tau,0.342129,
before,NUMBERS:Table9_rag_ablation,deepseek,Overall,retrieval_k5|score_mae,0.084246,
before,NUMBERS:Table9_rag_ablation,deepseek,Overall,retrieval_k5|score_rmse,0.094133,
before,NUMBERS:Table9_rag_ablation,gemini,Overall,alternate_embedding_k3|kendall_tau,0.517396,
before,NUMBERS:Table9_rag_ablation,gemini,Overall,alternate_embedding_k3|score_mae,0.071131,
before,NUMBERS:Table9_rag_ablation,gemini,Overall,alternate_embedding_k3|score_rmse,0.079509,
before,NUMBERS:Table9_rag_ablation,gemini,Overall,control_k3|kendall_tau,0.38685,
before,NUMBERS:Table9_rag_ablation,gemini,Overall,control_k3|score_mae,0.070478,
before,NUMBERS:Table9_rag_ablation,gemini,Overall,control_k3|score_rmse,0.08012,
before,NUMBERS:Table9_rag_ablation,gemini,Overall,descriptions_no_scores_ranks|kendall_tau,0.203704,
before,NUMBERS:Table9_rag_ablation,gemini,Overall,descriptions_no_scores_ranks|score_mae,0.142678,
before,NUMBERS:Table9_rag_ablation,gemini,Overall,descriptions_no_scores_ranks|score_rmse,0.161857,
before,NUMBERS:Table9_rag_ablation,gemini,Overall,exemplars_no_hidden_params|kendall_tau,0.436663,
before,NUMBERS:Table9_rag_ablation,gemini,Overall,exemplars_no_hidden_params|score_mae,0.077943,
before,NUMBERS:Table9_rag_ablation,gemini,Overall,exemplars_no_hidden_params|score_rmse,0.089198,
before,NUMBERS:Table9_rag_ablation,gemini,Overall,random_exemplars_k3|kendall_tau,0.177404,
before,NUMBERS:Table9_rag_ablation,gemini,Overall,random_exemplars_k3|score_mae,0.139107,
before,NUMBERS:Table9_rag_ablation,gemini,Overall,random_exemplars_k3|score_rmse,0.156505,
before,NUMBERS:Table9_rag_ablation,gemini,Overall,retrieval_k1|kendall_tau,0.377404,
before,NUMBERS:Table9_rag_ablation,gemini,Overall,retrieval_k1|score_mae,0.096809,
before,NUMBERS:Table9_rag_ablation,gemini,Overall,retrieval_k1|score_rmse,0.108784,
before,NUMBERS:Table9_rag_ablation,gemini,Overall,retrieval_k5|kendall_tau,0.431294,
before,NUMBERS:Table9_rag_ablation,gemini,Overall,retrieval_k5|score_mae,0.069139,
before,NUMBERS:Table9_rag_ablation,gemini,Overall,retrieval_k5|score_rmse,0.077756,
before,NUMBERS:Table9_rag_ablation,gptoss,Overall,alternate_embedding_k3|kendall_tau,0.226842,
before,NUMBERS:Table9_rag_ablation,gptoss,Overall,alternate_embedding_k3|score_mae,0.112715,
before,NUMBERS:Table9_rag_ablation,gptoss,Overall,alternate_embedding_k3|score_rmse,0.12467,
before,NUMBERS:Table9_rag_ablation,gptoss,Overall,control_k3|kendall_tau,0.187224,
before,NUMBERS:Table9_rag_ablation,gptoss,Overall,control_k3|score_mae,0.104522,
before,NUMBERS:Table9_rag_ablation,gptoss,Overall,control_k3|score_rmse,0.12095,
before,NUMBERS:Table9_rag_ablation,gptoss,Overall,descriptions_no_scores_ranks|kendall_tau,0.060924,
before,NUMBERS:Table9_rag_ablation,gptoss,Overall,descriptions_no_scores_ranks|score_mae,0.157687,
before,NUMBERS:Table9_rag_ablation,gptoss,Overall,descriptions_no_scores_ranks|score_rmse,0.177041,
before,NUMBERS:Table9_rag_ablation,gptoss,Overall,exemplars_no_hidden_params|kendall_tau,0.175365,
before,NUMBERS:Table9_rag_ablation,gptoss,Overall,exemplars_no_hidden_params|score_mae,0.105831,
before,NUMBERS:Table9_rag_ablation,gptoss,Overall,exemplars_no_hidden_params|score_rmse,0.121225,
before,NUMBERS:Table9_rag_ablation,gptoss,Overall,random_exemplars_k3|kendall_tau,0.022222,
before,NUMBERS:Table9_rag_ablation,gptoss,Overall,random_exemplars_k3|score_mae,0.163419,
before,NUMBERS:Table9_rag_ablation,gptoss,Overall,random_exemplars_k3|score_rmse,0.184083,
before,NUMBERS:Table9_rag_ablation,gptoss,Overall,retrieval_k1|kendall_tau,0.236663,
before,NUMBERS:Table9_rag_ablation,gptoss,Overall,retrieval_k1|score_mae,0.118243,
before,NUMBERS:Table9_rag_ablation,gptoss,Overall,retrieval_k1|score_rmse,0.137732,
before,NUMBERS:Table9_rag_ablation,gptoss,Overall,retrieval_k5|kendall_tau,0.11236,
before,NUMBERS:Table9_rag_ablation,gptoss,Overall,retrieval_k5|score_mae,0.101633,
before,NUMBERS:Table9_rag_ablation,gptoss,Overall,retrieval_k5|score_rmse,0.116201,
before,NUMBERS:Table9_rag_ablation,offline,Overall,nearest_neighbor_k3|kendall_tau,0.001122,
before,NUMBERS:Table9_rag_ablation,offline,Overall,nearest_neighbor_k3|score_mae,0.100949,
before,NUMBERS:Table9_rag_ablation,offline,Overall,nearest_neighbor_k3|score_rmse,0.115909,
before,NUMBERS:Table9_rag_ablation,qwen,Overall,alternate_embedding_k3|kendall_tau,0.165138,
before,NUMBERS:Table9_rag_ablation,qwen,Overall,alternate_embedding_k3|score_mae,0.103924,
before,NUMBERS:Table9_rag_ablation,qwen,Overall,alternate_embedding_k3|score_rmse,0.116344,
before,NUMBERS:Table9_rag_ablation,qwen,Overall,control_k3|kendall_tau,0.153517,
before,NUMBERS:Table9_rag_ablation,qwen,Overall,control_k3|score_mae,0.101939,
before,NUMBERS:Table9_rag_ablation,qwen,Overall,control_k3|score_rmse,0.119978,
before,NUMBERS:Table9_rag_ablation,qwen,Overall,descriptions_no_scores_ranks|kendall_tau,0.071075,
before,NUMBERS:Table9_rag_ablation,qwen,Overall,descriptions_no_scores_ranks|score_mae,0.151061,
before,NUMBERS:Table9_rag_ablation,qwen,Overall,descriptions_no_scores_ranks|score_rmse,0.16831,
before,NUMBERS:Table9_rag_ablation,qwen,Overall,exemplars_no_hidden_params|kendall_tau,0.27303,
before,NUMBERS:Table9_rag_ablation,qwen,Overall,exemplars_no_hidden_params|score_mae,0.098769,
before,NUMBERS:Table9_rag_ablation,qwen,Overall,exemplars_no_hidden_params|score_rmse,0.113572,
before,NUMBERS:Table9_rag_ablation,qwen,Overall,random_exemplars_k3|kendall_tau,0.27564,
before,NUMBERS:Table9_rag_ablation,qwen,Overall,random_exemplars_k3|score_mae,0.140715,
before,NUMBERS:Table9_rag_ablation,qwen,Overall,random_exemplars_k3|score_rmse,0.156849,
before,NUMBERS:Table9_rag_ablation,qwen,Overall,retrieval_k1|kendall_tau,0.305603,
before,NUMBERS:Table9_rag_ablation,qwen,Overall,retrieval_k1|score_mae,0.096831,
before,NUMBERS:Table9_rag_ablation,qwen,Overall,retrieval_k1|score_rmse,0.11279,
before,NUMBERS:Table9_rag_ablation,qwen,Overall,retrieval_k5|kendall_tau,0.234278,
before,NUMBERS:Table9_rag_ablation,qwen,Overall,retrieval_k5|score_mae,0.087954,
before,NUMBERS:Table9_rag_ablation,qwen,Overall,retrieval_k5|score_rmse,0.100191,
before,NUMBERS:IncrementalContribution,pooled,Overall,FixedDefault|Top-1,0.7026,
before,NUMBERS:IncrementalContribution,pooled,Overall,FixedDefault|Top-1_delta,0.0,
before,NUMBERS:IncrementalContribution,pooled,Overall,FixedDefault|kendall_tau,0.6137,
before,NUMBERS:IncrementalContribution,pooled,Overall,FixedDefault|tau_delta,0.0,
before,NUMBERS:IncrementalContribution,pooled,Overall,NearestNeighbor|Top-1,0.5692,
before,NUMBERS:IncrementalContribution,pooled,Overall,NearestNeighbor|Top-1_delta,-0.1334,
before,NUMBERS:IncrementalContribution,pooled,Overall,NearestNeighbor|kendall_tau,0.3709,
before,NUMBERS:IncrementalContribution,pooled,Overall,NearestNeighbor|tau_delta,-0.2428,
before,NUMBERS:IncrementalContribution,gemini,Overall,Direct_LLM_Scoring_best|kendall_tau,0.193147,
before,NUMBERS:IncrementalContribution,qwen,Overall,Direct_LLM_Scoring_worst|kendall_tau,0.01176,
before,NUMBERS:IncrementalContribution,deepseek,Overall,Direct_LLM_Scoring_best|Top-1,0.37812,
before,NUMBERS:IncrementalContribution,qwen,Overall,Direct_LLM_Scoring_worst|Top-1,0.300467,
before,NUMBERS:IncrementalContribution,gemini,Overall,Example-Guided_LLM_Scoring_best|kendall_tau,0.33152,
before,NUMBERS:IncrementalContribution,qwen,Overall,Example-Guided_LLM_Scoring_worst|kendall_tau,0.21026,
before,NUMBERS:IncrementalContribution,deepseek,Overall,Example-Guided_LLM_Scoring_best|Top-1,0.542253,
before,NUMBERS:IncrementalContribution,qwen,Overall,Example-Guided_LLM_Scoring_worst|Top-1,0.46714,
before,NUMBERS:IncrementalContribution,gemini,Overall,LLM-Parameterized_Reference_Scoring_best|kendall_tau,0.919453,
before,NUMBERS:IncrementalContribution,qwen,Overall,LLM-Parameterized_Reference_Scoring_worst|kendall_tau,0.879347,
before,NUMBERS:IncrementalContribution,gemini,Overall,LLM-Parameterized_Reference_Scoring_best|Top-1,0.928293,
before,NUMBERS:IncrementalContribution,qwen,Overall,LLM-Parameterized_Reference_Scoring_worst|Top-1,0.89764,
before,NUMBERS:GPTOSS_recovery,run_1,Overall,AH|tau,0.9059,
before,NUMBERS:GPTOSS_recovery,run_1,Overall,AH|MAE,0.0509,
before,NUMBERS:GPTOSS_recovery,run_1,Overall,AH|Top-1,0.9294,
before,NUMBERS:GPTOSS_recovery,run_1,Overall,AH|tau,0.9704,
before,NUMBERS:GPTOSS_recovery,run_1,Overall,AH|MAE,0.0483,
before,NUMBERS:GPTOSS_recovery,run_1,Overall,AH|Top-1,0.9778,
before,NUMBERS:GPTOSS_recovery,run_1,Overall,AH|tau,0.9795,
before,NUMBERS:GPTOSS_recovery,run_1,Overall,AH|MAE,0.0493,
before,NUMBERS:GPTOSS_recovery,run_1,Overall,AH|Top-1,1.0,
before,NUMBERS:GPTOSS_recovery,run_1,Overall,AH|tau,0.7778,
before,NUMBERS:GPTOSS_recovery,run_1,Overall,AH|MAE,0.0545,
before,NUMBERS:GPTOSS_recovery,run_1,Overall,AH|Top-1,0.8167,
before,NUMBERS:GPTOSS_recovery,run_2,Overall,AH|tau,0.8974,
before,NUMBERS:GPTOSS_recovery,run_2,Overall,AH|MAE,0.0514,
before,NUMBERS:GPTOSS_recovery,run_2,Overall,AH|Top-1,0.9172,
before,NUMBERS:GPTOSS_recovery,run_2,Overall,AH|tau,0.9242,
before,NUMBERS:GPTOSS_recovery,run_2,Overall,AH|MAE,0.0501,
before,NUMBERS:GPTOSS_recovery,run_2,Overall,AH|Top-1,0.9091,
before,NUMBERS:GPTOSS_recovery,run_2,Overall,AH|tau,0.9692,
before,NUMBERS:GPTOSS_recovery,run_2,Overall,AH|MAE,0.0546,
before,NUMBERS:GPTOSS_recovery,run_2,Overall,AH|Top-1,0.9846,
before,NUMBERS:GPTOSS_recovery,run_2,Overall,AH|tau,0.8,
before,NUMBERS:GPTOSS_recovery,run_2,Overall,AH|MAE,0.049,
before,NUMBERS:GPTOSS_recovery,run_2,Overall,AH|Top-1,0.85,
before,NUMBERS:GPTOSS_recovery,run_3,Overall,AH|tau,0.8966,
before,NUMBERS:GPTOSS_recovery,run_3,Overall,AH|MAE,0.0545,
before,NUMBERS:GPTOSS_recovery,run_3,Overall,AH|Top-1,0.9138,
before,NUMBERS:GPTOSS_recovery,run_3,Overall,AH|tau,0.9456,
before,NUMBERS:GPTOSS_recovery,run_3,Overall,AH|MAE,0.0556,
before,NUMBERS:GPTOSS_recovery,run_3,Overall,AH|Top-1,0.9592,
before,NUMBERS:GPTOSS_recovery,run_3,Overall,AH|tau,0.959,
before,NUMBERS:GPTOSS_recovery,run_3,Overall,AH|MAE,0.0547,
before,NUMBERS:GPTOSS_recovery,run_3,Overall,AH|Top-1,0.9846,
before,NUMBERS:GPTOSS_recovery,run_3,Overall,AH|tau,0.7889,
before,NUMBERS:GPTOSS_recovery,run_3,Overall,AH|MAE,0.0532,
before,NUMBERS:GPTOSS_recovery,run_3,Overall,AH|Top-1,0.8,
before,NUMBERS:GPTOSS_recovery,run_4,Overall,AH|tau,0.901,
before,NUMBERS:GPTOSS_recovery,run_4,Overall,AH|MAE,0.051,
before,NUMBERS:GPTOSS_recovery,run_4,Overall,AH|Top-1,0.9143,
before,NUMBERS:GPTOSS_recovery,run_4,Overall,AH|tau,0.9333,
before,NUMBERS:GPTOSS_recovery,run_4,Overall,AH|MAE,0.0481,
before,NUMBERS:GPTOSS_recovery,run_4,Overall,AH|Top-1,0.92,
before,NUMBERS:GPTOSS_recovery,run_4,Overall,AH|tau,0.959,
before,NUMBERS:GPTOSS_recovery,run_4,Overall,AH|MAE,0.0507,
before,NUMBERS:GPTOSS_recovery,run_4,Overall,AH|Top-1,0.9846,
before,NUMBERS:GPTOSS_recovery,run_4,Overall,AH|tau,0.8111,
before,NUMBERS:GPTOSS_recovery,run_4,Overall,AH|MAE,0.0537,
before,NUMBERS:GPTOSS_recovery,run_4,Overall,AH|Top-1,0.8333,
before,NUMBERS:GPTOSS_recovery,run_5,Overall,AH|tau,0.8863,
before,NUMBERS:GPTOSS_recovery,run_5,Overall,AH|MAE,0.0516,
before,NUMBERS:GPTOSS_recovery,run_5,Overall,AH|Top-1,0.9118,
before,NUMBERS:GPTOSS_recovery,run_5,Overall,AH|tau,0.9407,
before,NUMBERS:GPTOSS_recovery,run_5,Overall,AH|MAE,0.0536,
before,NUMBERS:GPTOSS_recovery,run_5,Overall,AH|Top-1,0.9333,
before,NUMBERS:GPTOSS_recovery,run_5,Overall,AH|tau,0.9692,
before,NUMBERS:GPTOSS_recovery,run_5,Overall,AH|MAE,0.0482,
before,NUMBERS:GPTOSS_recovery,run_5,Overall,AH|Top-1,0.9846,
before,NUMBERS:GPTOSS_recovery,run_5,Overall,AH|tau,0.7556,
before,NUMBERS:GPTOSS_recovery,run_5,Overall,AH|MAE,0.0537,
before,NUMBERS:GPTOSS_recovery,run_5,Overall,AH|Top-1,0.8167,
before,NUMBERS:GPTOSS_recovery,pooled_5run,Overall,AH|tau,0.898535,
before,NUMBERS:GPTOSS_recovery,pooled_5run,Overall,AH|MAE,0.051835,
before,NUMBERS:GPTOSS_recovery,pooled_5run,Overall,AH|Top-1,0.91705,
before,NUMBERS:GPTOSS_recovery,worst_single_run,Overall,AH|tau,0.7556,
before,NUMBERS:GPTOSS_recovery,best_single_run,Overall,AH|tau,0.9795,
before,NUMBERS:GPTOSS_recovery,worst_single_run,Overall,AH|MAE,0.0556,
before,NUMBERS:GPTOSS_recovery,best_single_run,Overall,AH|MAE,0.0481,
before,NUMBERS:PerModel,deepseek,Overall,Direct_LLM_Scoring|tau,0.144,
before,NUMBERS:PerModel,deepseek,Overall,Direct_LLM_Scoring|MAE,0.23142,
before,NUMBERS:PerModel,deepseek,Overall,Direct_LLM_Scoring|Top-1,0.36682,
before,NUMBERS:PerModel,gemini,Overall,Direct_LLM_Scoring|tau,0.17606,
before,NUMBERS:PerModel,gemini,Overall,Direct_LLM_Scoring|MAE,0.219,
before,NUMBERS:PerModel,gemini,Overall,Direct_LLM_Scoring|Top-1,0.36206,
before,NUMBERS:PerModel,gptoss,Overall,Direct_LLM_Scoring|tau,0.04068,
before,NUMBERS:PerModel,gptoss,Overall,Direct_LLM_Scoring|MAE,0.24106,
before,NUMBERS:PerModel,gptoss,Overall,Direct_LLM_Scoring|Top-1,0.33334,
before,NUMBERS:PerModel,qwen,Overall,Direct_LLM_Scoring|tau,0.00998,
before,NUMBERS:PerModel,qwen,Overall,Direct_LLM_Scoring|MAE,0.23486,
before,NUMBERS:PerModel,qwen,Overall,Direct_LLM_Scoring|Top-1,0.30012,
before,NUMBERS:PerModel,deepseek,Overall,Example-Guided_LLM_Scoring|tau,0.30668,
before,NUMBERS:PerModel,deepseek,Overall,Example-Guided_LLM_Scoring|MAE,0.16772,
before,NUMBERS:PerModel,deepseek,Overall,Example-Guided_LLM_Scoring|Top-1,0.53538,
before,NUMBERS:PerModel,gemini,Overall,Example-Guided_LLM_Scoring|tau,0.30986,
before,NUMBERS:PerModel,gemini,Overall,Example-Guided_LLM_Scoring|MAE,0.15838,
before,NUMBERS:PerModel,gemini,Overall,Example-Guided_LLM_Scoring|Top-1,0.48708,
before,NUMBERS:PerModel,gptoss,Overall,Example-Guided_LLM_Scoring|tau,0.27248,
before,NUMBERS:PerModel,gptoss,Overall,Example-Guided_LLM_Scoring|MAE,0.16898,
before,NUMBERS:PerModel,gptoss,Overall,Example-Guided_LLM_Scoring|Top-1,0.47386,
before,NUMBERS:PerModel,qwen,Overall,Example-Guided_LLM_Scoring|tau,0.2082,
before,NUMBERS:PerModel,qwen,Overall,Example-Guided_LLM_Scoring|MAE,0.19354,
before,NUMBERS:PerModel,qwen,Overall,Example-Guided_LLM_Scoring|Top-1,0.46566,
before,NUMBERS:PerModel,deepseek,Overall,LLM-Parameterized_Reference_Scoring|tau,0.89732,
before,NUMBERS:PerModel,deepseek,Overall,LLM-Parameterized_Reference_Scoring|MAE,0.04484,
before,NUMBERS:PerModel,deepseek,Overall,LLM-Parameterized_Reference_Scoring|Top-1,0.9076,
before,NUMBERS:PerModel,gemini,Overall,LLM-Parameterized_Reference_Scoring|tau,0.92344,
before,NUMBERS:PerModel,gemini,Overall,LLM-Parameterized_Reference_Scoring|MAE,0.04768,
before,NUMBERS:PerModel,gemini,Overall,LLM-Parameterized_Reference_Scoring|Top-1,0.93126,
before,NUMBERS:PerModel,gptoss,Overall,LLM-Parameterized_Reference_Scoring|tau,0.89744,
before,NUMBERS:PerModel,gptoss,Overall,LLM-Parameterized_Reference_Scoring|MAE,0.05188,
before,NUMBERS:PerModel,gptoss,Overall,LLM-Parameterized_Reference_Scoring|Top-1,0.9173,
before,NUMBERS:PerModel,qwen,Overall,LLM-Parameterized_Reference_Scoring|tau,0.8801,
before,NUMBERS:PerModel,qwen,Overall,LLM-Parameterized_Reference_Scoring|MAE,0.07178,
before,NUMBERS:PerModel,qwen,Overall,LLM-Parameterized_Reference_Scoring|Top-1,0.89724,
before,NUMBERS:RobustnessComparison,MethodA,Overall,Direct_LLM_Scoring|tau,0.09268,
before,NUMBERS:RobustnessComparison,Imputed,Overall,Direct_LLM_Scoring|tau,0.09436,
before,NUMBERS:RobustnessComparison,MethodA,Overall,Direct_LLM_Scoring|MAE,0.231585,
before,NUMBERS:RobustnessComparison,Imputed,Overall,Direct_LLM_Scoring|MAE,0.231675,
before,NUMBERS:RobustnessComparison,MethodA,Overall,Direct_LLM_Scoring|Top-1,0.340585,
before,NUMBERS:RobustnessComparison,Imputed,Overall,Direct_LLM_Scoring|Top-1,0.341795,
before,NUMBERS:RobustnessComparison,MethodA,Overall,Example-Guided_LLM_Scoring|tau,0.274305,
before,NUMBERS:RobustnessComparison,Imputed,Overall,Example-Guided_LLM_Scoring|tau,0.27402,
before,NUMBERS:RobustnessComparison,MethodA,Overall,Example-Guided_LLM_Scoring|MAE,0.172155,
before,NUMBERS:RobustnessComparison,Imputed,Overall,Example-Guided_LLM_Scoring|MAE,0.17254,
before,NUMBERS:RobustnessComparison,MethodA,Overall,Example-Guided_LLM_Scoring|Top-1,0.490495,
before,NUMBERS:RobustnessComparison,Imputed,Overall,Example-Guided_LLM_Scoring|Top-1,0.49078,
before,NUMBERS:RobustnessComparison,MethodA,Overall,LLM-Parameterized_Reference_Scoring|tau,0.899575,
before,NUMBERS:RobustnessComparison,Imputed,Overall,LLM-Parameterized_Reference_Scoring|tau,0.870945,
before,NUMBERS:RobustnessComparison,MethodA,Overall,LLM-Parameterized_Reference_Scoring|MAE,0.054045,
before,NUMBERS:RobustnessComparison,Imputed,Overall,LLM-Parameterized_Reference_Scoring|MAE,0.06047,
